name,price
Лак АК-113 (ГОСТ 23832-79) в Краснодаре,390
Лак АК-593 (ТУ 6-10-1053-75) в Краснодаре,245
Лак АС-528 в Краснодаре,340
Лак ГФ-95 (ГОСТ 8018-70) в Краснодаре,280
Олифа Оксоль (ГОСТ 190-78) в Краснодаре,200
Пудра алюминиевая ПАП (ТУ 24.42.21-001-98948328-2017) в Краснодаре,420
Лак ГФ-166 (ГОСТ 5470-75) в Краснодаре,335
Лак НЦ-134 (ТУ 6-10-1291-86) в Краснодаре,315
Эмаль КО-83 серебристая (ГОСТ 23123-78) в Краснодаре,290
Эмаль КО-88 серебристо-серая до +500°С (ГОСТ 23101-78) в Краснодаре,290
Эмаль КО-168 (ТУ 6-02-900-74) в Краснодаре,180
Эмаль КО-859 серебристо-серая (ГОСТ 22564-77) в Краснодаре,370
Эмаль КО-868 серебристо-серая до +600°С (ТУ 20.30.22-002-83706890-2008) в Краснодаре,370
Эмаль КО-870 серебристо-серая до +600°С в Краснодаре,370
Эмаль КО-8104 серебристо-серая до +600°С (ТУ 20.30.22-002-83706890-2008) в Краснодаре,370
Эмаль КО-8111 серебристо-серая до +600°С (ТУ 20.30.22-002-83706890-2008) в Краснодаре,370
Грунт-эмаль по ржавчине 3 в 1 (ГОСТ Р 51691-2008) в Краснодаре,210
